0.900000 900000.000000 0.397887 0.397887 3.978874 3.978874
0.910000 910000.000000 0.358099 0.358099 3.978874 3.978874
0.920000 920000.000000 0.318310 0.318310 3.978874 3.978874
0.930000 930000.000000 0.278521 0.278521 3.978874 3.978874
0.940000 940000.000000 0.238732 0.238732 3.978874 3.978874
0.950000 950000.000000 0.198944 0.198944 3.978874 3.978874
0.960000 960000.000000 0.159155 0.159155 3.978874 3.978874
0.970000 970000.000000 0.119366 0.119366 3.978874 3.978874
0.980000 980000.000000 0.079577 0.079577 3.978874 3.978874
0.990000 990000.000000 0.039789 0.039789 3.978874 3.978874
1.000000 1000000.000000 0.000000 0.000000 3.978874 3.978874
